guid,fid,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
f42ac24e-7196-4ba4-ae4a-3e34a744d3de,mm.assassin,Assassin,8,Medium,Humanoid,any,NPCs,non-good,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",15,78,3,,,,"HotDQ supplement: 6, Monster Manual: 343, Princes of the Apocalypse Online Supplement v1.0: 8"
0966d112-1f88-45cc-b018-c03103c2b3a0,mm.awakened-shrub,Awakened Shrub,0,Small,Plant,,Misc Creatures,unaligned,"forest, grassland",9,10,-1,,,,"Basic Rules v1: 10, Monster Manual: 317"
98e6eb4b-4998-4a6c-9366-09a82b0c3028,mm.awakened-tree,Awakened Tree,2,Huge,Plant,,Misc Creatures,unaligned,forest,13,59,-2,,,,"Basic Rules v1: 10, Monster Manual: 317"
62b74702-7ffa-4827-83dc-b97dec26690a,mm.axe-beak,Axe Beak,1/4,Large,Beast,,Misc Creatures,unaligned,grassland,11,19,1,,,,"Basic Rules v1: 11, Monster Manual: 317"
1180c9bd-d7e3-48d7-8087-79a936ab01d3,mm.azer,Azer,2,Medium,Elemental,,,lawful neutral,"planar, underground",17,39,1,,,,"Monster Manual: 22, Princes of the Apocalypse Online Supplement v1.0: 9"
f3d4a9b6-622b-4c6c-b809-df565839699c,mm.baboon,Baboon,0,Small,Beast,,Misc Creatures,unaligned,"forest, grassland",12,3,2,,,,"Basic Rules v1: 11, Monster Manual: 318"
e4ca5f7e-4218-4083-a8e0-009b24bd66cb,mm.badger,Badger,0,Tiny,Beast,,Misc Creatures,unaligned,forest,10,3,0,,,,"Basic Rules v1: 11, Monster Manual: 318"
e99e9430-d387-4c3f-8168-cfd6257174a1,mm.balor,Balor,19,Huge,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",19,262,2,,,,Monster Manual: 55
d9d4ae84-bf86-4b94-9806-1b32f5cc69aa,mm.bandit,Bandit,1/8,Medium,Humanoid,any,NPCs,non-lawful,"arctic, coast, desert, forest, grassland, mountain, ruins, urban",12,11,1,,,,"Basic Rules v1: 53, HotDQ supplement: 6, Monster Manual: 343"
f0109337-c855-4795-946c-93c92d97df29,mm.bandit-captain,Bandit Captain,2,Medium,Humanoid,any,NPCs,non-lawful,"arctic, coast, desert, forest, grassland, mountain, ruins, urban",15,65,3,,,,"Monster Manual: 344, Princes of the Apocalypse Online Supplement v1.0: 9"
59a79db3-22c9-457f-bcb0-990013e4057a,mm.banshee,Banshee,4,Medium,Undead,,,chaotic evil,"dungeon, forest, ruins, swamp",12,58,2,,,,"Basic Rules v1: 11, Monster Manual: 23"
f9fe17c3-2688-4434-98fc-1321b8e1d48d,mm.barbed-devil,Barbed Devil,5,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",15,110,3,,,,Monster Manual: 70
b8148f95-9e1c-45b9-aabf-78d11ad0ee25,mm.barlgura,Barlgura,5,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",15,68,2,,,,"Monster Manual: 56, Princes of the Apocalypse Online Supplement v1.0: 9"
fca1066d-9c2c-4745-972c-a4e19376bab7,mm.basilisk,Basilisk,3,Medium,Monstrosity,,,unaligned,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",15,52,-1,,,,"Basic Rules v1: 12, Monster Manual: 24"
afee8041-1219-4d31-931d-3c3a08b0b449,mm.bat,Bat,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, forest, mountain, underground, urban",12,1,2,,,,"Basic Rules v1: 12, Monster Manual: 318, Player's Handbook: 304"
f32f1817-8310-41f0-8a83-0d39a5d464c3,mm.bearded-devil,Bearded Devil,3,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",13,52,2,,,,Monster Manual: 70
05a1b5f9-d2de-44ba-b292-b7b63fca6826,mm.behir,Behir,11,Huge,Monstrosity,,,neutral evil,"cave, mountain, underground",17,168,3,,,,Monster Manual: 25
a97f037f-85d9-47a4-8eae-814eb5176810,mm.beholder,Beholder,13,Large,Aberration,,Beholders,lawful evil,"cave, dungeon, underground",18,180,2,,legendary,,Monster Manual: 28
095cd054-da20-44b7-a511-b22c42a5b201,mm.beholder-in-lair,Beholder (in lair),14,Large,Aberration,,Beholders,lawful evil,"cave, dungeon, underground",18,180,2,lair,legendary,,Monster Manual: 28
81191c85-cef0-4782-9e4e-70accdae757e,mm.beholder-zombie,Beholder Zombie,5,Large,Undead,,Zombies,neutral evil,"cave, dungeon, underground",15,93,-1,,,,Monster Manual: 316
8f6ae154-74f1-4ae2-b165-54f109fa2733,mm.berserker,Berserker,2,Medium,Humanoid,any,NPCs,any chaotic,"arctic, cave, desert, forest, grassland, mountain, swamp, urban",13,67,1,,,,"Basic Rules v1: 53, HotDQ supplement: 6, Monster Manual: 344"
a233bc77-4107-456a-89d2-9d91b4ada1a2,mm.black-bear,Black Bear,1/2,Medium,Beast,,Misc Creatures,unaligned,"cave, forest, grassland, mountain",11,19,0,,,,"Basic Rules v1: 12, Monster Manual: 318, Player's Handbook: 304"
db95bd5e-565b-44fa-8bdb-0732ce4d3b67,mm.black-dragon-wyrmling,Black Dragon Wyrmling,2,Medium,Dragon,,Dragons,chaotic evil,swamp,17,33,2,,,,Monster Manual: 88
e5612386-a501-4f25-afd2-8cd9977ec4af,mm.black-pudding,Black Pudding,4,Large,Ooze,,Oozes,unaligned,dungeon,7,85,-3,,,,"Monster Manual: 241, Princes of the Apocalypse Online Supplement v1.0: 10"
92452019-5b58-4f07-acdc-89be2ab34c2f,mm.blink-dog,Blink Dog,1/4,Medium,Fey,,Misc Creatures,lawful good,"forest, grassland",13,22,3,,,,"Basic Rules v1: 12, Monster Manual: 318"
2fd54197-cb28-4dcd-b0b3-adfc90de53f6,mm.blood-hawk,Blood Hawk,1/8,Small,Beast,,Misc Creatures,unaligned,"coast, grassland, mountain",12,7,2,,,,"Basic Rules v1: 13, Monster Manual: 319"
15c821b4-abed-42f4-bbcd-2035edec5aad,mm.blue-dragon-wyrmling,Blue Dragon Wyrmling,3,Medium,Dragon,,Dragons,lawful evil,desert,17,52,0,,,,Monster Manual: 91
36879d12-0c10-4f48-beff-bc39984968c7,mm.blue-slaad,Blue Slaad,7,Large,Aberration,,Slaadi,chaotic neutral,planar,15,123,2,,,,Monster Manual: 276
14ef11ed-2340-46de-a4eb-e9932f839f5d,mm.boar,Boar,1/4,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",11,11,0,,,,"Basic Rules v1: 13, Monster Manual: 319, Player's Handbook: 304"
d6d8860b-6c94-4056-b02d-d4161206d24c,mm.bone-devil,Bone Devil,9,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",19,142,3,,,,Monster Manual: 71
dd409232-47c5-4cc2-adcf-c13ef6b3b489,mm.bone-naga,Bone Naga,4,Large,Undead,,Nagas,lawful evil,"dungeon, ruins",15,58,3,,,,Monster Manual: 233
03e32c50-a660-4314-b701-393153a80fcd,mm.brass-dragon-wyrmling,Brass Dragon Wyrmling,1,Medium,Dragon,,Dragons,chaotic good,"cave, underground",16,16,0,,,,Monster Manual: 106
1fac16f9-7b5f-4d8f-85b9-fcecacd16d2a,mm.bronze-dragon-wyrmling,Bronze Dragon Wyrmling,2,Medium,Dragon,,Dragons,lawful good,coast,17,32,0,,,,Monster Manual: 109
197d96a0-a8c4-48be-af3d-6174ac281afb,mm.brown-bear,Brown Bear,1,Large,Beast,,Misc Creatures,unaligned,"cave, forest",11,34,0,,,,"Basic Rules v1: 13, Monster Manual: 319, Player's Handbook: 304"
2dad5420-04bb-4921-9857-34700a52f413,mm.bugbear,Bugbear,1,Medium,Humanoid,Goblinoid,Bugbears,chaotic evil,"cave, dungeon, forest, mountain, ruins, urban",16,27,2,,,,"Basic Rules v1: 13, Monster Manual: 33"
bab41d17-f80f-4b5f-abf9-792b03bb98ef,mm.bugbear-chief,Bugbear Chief,3,Medium,Humanoid,Goblinoid,Bugbears,chaotic evil,"cave, dungeon, forest, mountain, ruins, urban",17,65,2,,,,Monster Manual: 33
6b6b6245-cc31-4950-8ec4-91e06b56a282,mm.bulette,Bulette,5,Large,Monstrosity,,,unaligned,"cave, desert, grassland, mountain, underground",17,94,0,,,,"Monster Manual: 34, Princes of the Apocalypse Online Supplement v1.0: 10"
c8328817-b3e9-4c24-984b-f278678bc3a4,mm.bullywug,Bullywug,1/4,Medium,Humanoid,Bullywug,,neutral evil,"coast, swamp",15,11,1,,,,"HotDQ supplement: 7, Monster Manual: 35"
1f3ad1ff-6606-4f75-ae2a-02293de88198,mm.cambion,Cambion,5,Medium,Fiend,,,any evil,"dungeon, planar, urban",19,82,4,,,,Monster Manual: 36
67f7d07c-5002-4768-9586-3ed988bec1e9,mm.camel,Camel,1/8,Large,Beast,,Misc Creatures,unaligned,desert,9,15,-1,,,,"Basic Rules v1: 14, Monster Manual: 320"
9c9180b5-4e30-424b-9823-a8375131ffe7,mm.carrion-crawler,Carrion Crawler,2,Large,Monstrosity,,,unaligned,"cave, dungeon, underground",13,51,1,,,,Monster Manual: 37
8db064e4-cca6-4757-b558-a7f122ddf06f,mm.cat,Cat,0,Tiny,Beast,,Misc Creatures,unaligned,urban,12,2,2,,,,"Basic Rules v1: 14, Monster Manual: 320, Player's Handbook: 305"
a9212953-cb55-4b5d-80ff-c3703fc5cb0e,mm.centaur,Centaur,2,Large,Monstrosity,,,neutral good,"coast, desert, grassland",12,45,2,,,,"Basic Rules v1: 14, Monster Manual: 38"
9c4a2dce-bc31-4644-88d1-a590d19c8b47,mm.chain-devil,Chain Devil,8,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",16,85,2,,,,Monster Manual: 72
b2d9646e-cd3b-4045-803f-aedf158216a2,mm.chasme,Chasme,6,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",15,84,2,,,,Monster Manual: 57
a11e72bd-d81b-4826-901d-d2101c287b1e,mm.chimera,Chimera,6,Large,Monstrosity,,,chaotic evil,mountain,14,114,0,,,,"Basic Rules v1: 14, Monster Manual: 39"
c20e65d5-8e5b-4f3b-845e-fb12a8342260,mm.chuul,Chuul,4,Large,Aberration,,,chaotic evil,"aquatic, coast",16,93,0,,,,"Monster Manual: 40, Princes of the Apocalypse Online Supplement v1.0: 11"
7272ad74-80e0-4170-a9af-8566bc84d236,mm.clay-golem,Clay Golem,9,Large,Construct,,Golems,unaligned,"dungeon, ruins, urban",14,133,-1,,,,Monster Manual: 168
3624bf90-c532-4e42-b97e-66cf22005a1a,mm.cloaker,Cloaker,8,Large,Aberration,,,chaotic neutral,"cave, dungeon, underground",14,78,2,,,,"Monster Manual: 41, Princes of the Apocalypse Online Supplement v1.0: 11"
ddb5a9fe-4323-479f-86b1-79d810a0ff69,mm.cloud-giant,Cloud Giant,9,Huge,Giant,,Giants,neutral good (50%) or neutral evil (50%),"mountain, planar",14,200,0,,,,"Monster Manual: 154, Princes of the Apocalypse Online Supplement v1.0: 12"
6782e851-fe66-4e6f-abd2-2de17c0f4db9,mm.cockatrice,Cockatrice,1/2,Small,Monstrosity,,,unaligned,"forest, grassland, swamp",11,27,1,,,,"Basic Rules v1: 15, Monster Manual: 42"
a5f5b9e0-71af-4788-a471-7135557c8321,mm.commoner,Commoner,0,Medium,Humanoid,any,NPCs,any,urban,10,4,0,,,,"Basic Rules v1: 54, HotDQ supplement: 7, Monster Manual: 345"
5ed4761c-b22d-4873-9ad3-31344c34819b,mm.constrictor-snake,Constrictor Snake,1/4,Large,Beast,,Misc Creatures,unaligned,"forest, swamp",12,13,2,,,,"Basic Rules v1: 15, Monster Manual: 320, Player's Handbook: 305"
b226d74a-b4ea-48cf-b510-48e6de7fc765,mm.copper-dragon-wyrmling,Copper Dragon Wyrmling,1,Medium,Dragon,,Dragons,chaotic good,"cave, desert, grassland",16,22,1,,,,Monster Manual: 112
37abaf7a-e840-4ea1-b34f-334f13a6a7ca,mm.couatl,Couatl,4,Medium,Celestial,,,lawful good,planar,19,97,5,,,,Monster Manual: 43
a92307d2-e938-4ee2-aee7-36eae63e2fc9,mm.crab,Crab,0,Tiny,Beast,,Misc Creatures,unaligned,"aquatic, coast",11,2,0,,,,"Basic Rules v1: 15, Monster Manual: 320"
2a0c5d92-fca1-4a81-a702-3c45f230b5fe,mm.crawling-claw,Crawling Claw,0,Tiny,Undead,,,neutral evil,"dungeon, ruins, swamp",12,2,2,,,,"Monster Manual: 44, Princes of the Apocalypse Online Supplement v1.0: 12"
604dfa7a-4b77-4633-a3ce-83e2c073e0d4,mm.crocodile,Crocodile,1/2,Large,Beast,,Misc Creatures,unaligned,"aquatic, coast, swamp",12,19,0,,,,"Basic Rules v1: 15, HotDQ supplement: 7, Monster Manual: 320, Player's Handbook: 305"
57f917eb-d654-4a66-b1ca-400245e59fc8,mm.cult-fanatic,Cult Fanatic,2,Medium,Humanoid,any,NPCs,non-good,"dungeon, urban",13,33,2,,,,"Monster Manual: 345, Princes of the Apocalypse Online Supplement v1.0: 12"
51bea60c-7686-4bc7-8964-46c75e6953ff,mm.cultist,Cultist,1/8,Medium,Humanoid,any,NPCs,non-good,"dungeon, urban",12,9,1,,,,"Basic Rules v1: 54, HotDQ supplement: 7, Monster Manual: 345"
1c299dc6-ea10-4314-bc9a-0f40fe4dbfab,mm.cyclops,Cyclops,6,Huge,Giant,,,chaotic neutral,"cave, coast, grassland, mountain, ruins, swamp",14,138,0,,,,"Basic Rules v1: 16, Monster Manual: 45"
c3b998ee-064e-4034-aaac-8e3d8dcb4eae,mm.dao,Dao,11,Large,Elemental,,Genies,neutral evil,"cave, dungeon, mountain, planar, underground",18,187,1,,,,"Monster Manual: 143, Princes of the Apocalypse Online Supplement v1.0: 13"
f113bf67-3a28-494e-b74b-d495c2ca4d8c,mm.darkmantle,Darkmantle,1/2,Small,Monstrosity,,,unaligned,"cave, underground",11,22,1,,,,"Monster Manual: 46, Princes of the Apocalypse Online Supplement v1.0: 13"
3f109065-752c-496c-9169-b2ab3399126b,mm.death-dog,Death Dog,1,Medium,Monstrosity,,Misc Creatures,neutral evil,"desert, grassland, underground",12,39,2,,,,"Basic Rules v1: 16, Monster Manual: 321"
e4c765b3-445f-475b-853d-d27b6d4d12fe,mm.death-knight,Death Knight,17,Medium,Undead,,,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",20,180,0,,,,Monster Manual: 47
7eee83ee-5f71-458a-b0c7-ac04fd78301f,mm.death-slaad,Death Slaad,10,Medium,Aberration,Shapechanger,Slaadi,chaotic evil,planar,18,170,2,,,,Monster Manual: 278
47c0a532-6d34-4cf9-9d89-ffc4b8575898,mm.death-tyrant,Death Tyrant,14,Large,Undead,,Beholders,lawful evil,"cave, dungeon, underground",19,187,2,,legendary,,Monster Manual: 29
efc8bf04-0f28-4c53-80fd-38e4f6404231,mm.death-tyrant-in-lair,Death Tyrant (in lair),15,Large,Undead,,Beholders,lawful evil,"cave, dungeon, underground",19,187,2,lair,legendary,,Monster Manual: 29
dd4a1c24-730a-467c-ac2f-8417fac0fdf8,mm.deep-gnome-svirfneblin,Deep Gnome (Svirfneblin),1/2,Small,Humanoid,Gnome,"Gnome, Deep (Svirfneblin)",neutral good,"cave, dungeon, planar, underground",15,16,2,,,,"Monster Manual: 164, Princes of the Apocalypse Online Supplement v1.0: 13"
ba54ab80-5007-4695-9f82-003a88cfdeeb,mm.deer,Deer,0,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",13,4,3,,,,"Basic Rules v1: 16, HotDQ supplement: 7, Monster Manual: 321"
7678ccea-6973-4647-afa0-a0f1957392df,mm.demilich,Demilich,18,Tiny,Undead,,,neutral evil,dungeon,20,80,5,,legendary,,Monster Manual: 48
44738bcb-dfb3-4ce0-bf2e-836df2601fdd,mm.demilich-acererak,Demilich (Acererak),21,Tiny,Undead,,,neutral evil,,20,80,5,,legendary,unique,Monster Manual: 49
d315f181-effc-499e-947b-caf6eeec524a,mm.demilich-acererak-in-lair,Demilich (Acererak in lair),23,Tiny,Undead,,,neutral evil,,20,80,5,lair,legendary,unique,Monster Manual: 49
ccb1f0eb-3037-40f3-bbe0-1f63f89ba71c,mm.demilich-in-lair,Demilich (in lair),20,Tiny,Undead,,,neutral evil,dungeon,20,80,5,lair,legendary,,Monster Manual: 48
c7e54573-9829-490d-9c8f-4874cb14ba3d,mm.deva,Deva,10,Medium,Celestial,,Angels,lawful good,planar,17,136,4,,,,Monster Manual: 16
9a507770-7644-4486-b73e-ca04b78d2e43,mm.dire-wolf,Dire Wolf,1,Large,Beast,,Misc Creatures,unaligned,"arctic, cave, forest, grassland",14,37,2,,,,"Basic Rules v1: 16, Monster Manual: 321, Player's Handbook: 305"
6169f0f9-4bc6-4453-8d20-a7ceed20dbbd,mm.displacer-beast,Displacer Beast,3,Large,Monstrosity,,,lawful evil,"forest, grassland",13,85,2,,,,Monster Manual: 81
bd3dbe66-519f-4aaf-96a0-4058b8910af6,mm.djinni,Djinni,11,Large,Elemental,,Genies,chaotic good,"arctic, coast, dungeon, grassland, planar",17,161,2,,,,"Monster Manual: 144, Princes of the Apocalypse Online Supplement v1.0: 14"
738ff802-57e5-4f73-89cb-5def2b527fc0,mm.doppelganger,Doppelganger,3,Medium,Monstrosity,Shapechanger,,neutral,"dungeon, ruins, urban",14,52,4,,,,"Basic Rules v1: 17, HotDQ supplement: 8, Monster Manual: 82"
46979307-705f-43e6-be68-7f72c936b1ba,mm.draft-horse,Draft Horse,1/4,Large,Beast,,Misc Creatures,unaligned,urban,10,19,0,,,,"Basic Rules v1: 17, Monster Manual: 321"
5a1662ec-9630-404e-8f37-7c79e9f9f450,mm.dragon-turtle,Dragon Turtle,17,Gargantuan,Dragon,,,neutral,aquatic,20,341,0,,,,"Monster Manual: 119, Princes of the Apocalypse Online Supplement v1.0: 14"
84860c36-652d-44df-bd00-905303a4e589,mm.dretch,Dretch,1/4,Small,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",11,18,0,,,,Monster Manual: 57
cd17abab-5062-4ab5-9a1c-df53d3962a87,mm.drider,Drider,6,Large,Monstrosity,,,chaotic evil,"dungeon, underground",19,123,3,,,,Monster Manual: 120
e28ee68c-d06b-411c-9ed5-423a151d6697,mm.drow,Drow,1/4,Medium,Humanoid,Elf,Elves: Drow,neutral evil,"dungeon, underground, urban",15,13,2,,,,Monster Manual: 128
197e15f8-c5f7-41ac-a47a-a92144e2bfac,mm.drow-elite-warrior,Drow Elite Warrior,5,Medium,Humanoid,Elf,Elves: Drow,neutral evil,"dungeon, underground, urban",18,71,4,,,,Monster Manual: 128
a2a7ae70-c46a-48b8-9a5f-d3b1c82b91b5,mm.drow-mage,Drow Mage,7,Medium,Humanoid,Elf,Elves: Drow,neutral evil,"dungeon, underground, urban",12 (15 with mage armor),45,2,,,,"Monster Manual: 129, Princes of the Apocalypse Online Supplement v1.0: 15"
525d2a5a-4fba-4183-926e-4cca39164da4,mm.drow-priestess-of-lolth,Drow Priestess of Lolth,8,Medium,Humanoid,Elf,Elves: Drow,neutral evil,"dungeon, underground, urban",16,71,2,,,,Monster Manual: 129
aa328a81-cbcb-4800-96d4-3f9f7cc021f3,mm.druid,Druid,2,Medium,Humanoid,any,NPCs,any,"arctic, cave, coast, desert, forest, grassland, mountain, swamp, underground",11,27,1,,,,"Monster Manual: 346, Princes of the Apocalypse Online Supplement v1.0: 15"
ca145277-a157-4591-af02-3d5a3cfe3368,mm.dryad,Dryad,1,Medium,Fey,,,neutral,forest,11 (16 with barkskin),22,1,,,,Monster Manual: 121
3dabeab2-dbcb-4915-a633-797f17fe5f4d,mm.duergar,Duergar,1,Medium,Humanoid,Dwarf,,lawful evil,"dungeon, underground",16,26,0,,,,"Monster Manual: 122, Princes of the Apocalypse Online Supplement v1.0: 16"
1c8b43c4-f7ad-40cb-b5c6-ceab1f78c94f,mm.duodrone,Duodrone,1/4,Medium,Construct,,Modrons,lawful neutral,planar,15,11,1,,,,Monster Manual: 225
82d58511-f0e1-4e2c-a4fc-8908210146a1,mm.dust-mephit,Dust Mephit,1/2,Small,Elemental,,Mephits,neutral evil,"dungeon, planar, ruins, urban",12,17,2,,,,"Monster Manual: 215, Princes of the Apocalypse Online Supplement v1.0: 16"
2b990f56-68e4-4c1c-8905-c1a05269beeb,mm.eagle,Eagle,0,Small,Beast,,Misc Creatures,unaligned,"arctic, grassland, mountain",12,3,2,,,,"Basic Rules v1: 17, Monster Manual: 322"
e5f96c20-3f6c-4374-90e8-89a3952f2562,mm.earth-elemental,Earth Elemental,5,Large,Elemental,,Elementals,neutral,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",17,126,-1,,,,"Basic Rules v1: 17, Monster Manual: 124"
56fac8a2-3ef7-4ed6-bf94-df506191ed77,mm.efreeti,Efreeti,11,Large,Elemental,,Genies,lawful evil,"desert, dungeon, mountain, planar",17,200,1,,,,"Monster Manual: 145, Princes of the Apocalypse Online Supplement v1.0: 16"
45934b57-b2f7-4bce-bc98-0af4e1233b62,mm.elephant,Elephant,4,Huge,Beast,,Misc Creatures,unaligned,grassland,12,76,-1,,,,"Basic Rules v1: 18, Monster Manual: 322"
eb4b6767-1035-48a2-8a66-b9e2572e2322,mm.elk,Elk,1/4,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",10,13,0,,,,"Basic Rules v1: 18, HotDQ supplement: 8, Monster Manual: 322"
607299fd-9bfc-41da-983e-47a821eb35a9,mm.empyrean,Empyrean,23,Huge,Celestial,Titan,,chaotic good (75%) or neutral evil (25%),planar,22,313,5,,legendary,,Monster Manual: 130
17e723aa-5268-4ed7-8c54-113a4e6fb76c,mm.erinyes,Erinyes,12,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",18,153,3,,,,Monster Manual: 73
1ae109e6-763a-46cd-b643-396c0e83da84,mm.ettercap,Ettercap,2,Medium,Monstrosity,,,neutral evil,"cave, dungeon, forest, ruins, swamp, underground",13,44,2,,,,"HotDQ supplement: 9, Monster Manual: 131"
2d0d5297-dd18-4bd7-85e9-0759e4a6bb8b,mm.ettin,Ettin,4,Large,Giant,,,chaotic evil,"cave, grassland, mountain, swamp",12,85,-1,,,,"Monster Manual: 132, Princes of the Apocalypse Online Supplement v1.0: 17"
6a982eda-d984-429f-b6e0-8b3c28e2914f,mm.faerie-dragon-blue,Faerie Dragon (blue),2,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
2f69eb5e-7c8c-4f6b-97f3-aab4ee7c5501,mm.faerie-dragon-green,Faerie Dragon (green),2,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
fd9e0821-7b20-4184-b292-e50d154b7f7b,mm.faerie-dragon-indigo,Faerie Dragon (indigo),2,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
009bfc30-93b0-48f5-a403-269c8ace67bf,mm.faerie-dragon-orange,Faerie Dragon (orange),1,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
8e6e36dd-dabc-4fd9-ba4d-261b26baeb81,mm.faerie-dragon-red,Faerie Dragon (red),1,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
d5edc918-ee9d-46dd-a780-fd6203e75228,mm.faerie-dragon-violet,Faerie Dragon (violet),2,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
83602f7b-43f6-4d20-ab7c-c2dd52990826,mm.faerie-dragon-yellow,Faerie Dragon (yellow),1,Tiny,Dragon,,,chaotic good,"forest, grassland, mountain, ruins, swamp",15,14,5,,,,Monster Manual: 133
4630fbab-b0ca-41dc-9e42-3a69a737ff0e,mm.fire-elemental,Fire Elemental,5,Large,Elemental,,Elementals,neutral,"cave, coast, desert, dungeon, grassland, mountain, planar, ruins, underground",13,102,3,,,,"Basic Rules v1: 18, Monster Manual: 125"
cc07acfb-a623-43ec-8c23-70a0385eb481,mm.fire-giant,Fire Giant,9,Huge,Giant,,Giants,lawful evil,"mountain, planar",18,162,-1,,,,"Basic Rules v1: 19, Monster Manual: 154"
20207713-fef6-4f14-a3b0-1417d18d755a,mm.fire-snake,Fire Snake,1,Medium,Elemental,,Salamanders,neutral evil,"forest, planar",14,22,2,,,,"Monster Manual: 265, Princes of the Apocalypse Online Supplement v1.0: 17"
4665dbb1-cbc4-433a-a0df-0b6477d6f4fa,mm.flameskull,Flameskull,4,Tiny,Undead,,,neutral evil,"dungeon, ruins",13,40,3,,,,"Basic Rules v1: 19, Monster Manual: 134"
1a0097d3-c91a-4515-89cf-a63c4badc355,mm.flesh-golem,Flesh Golem,5,Medium,Construct,,Golems,unaligned,"dungeon, ruins",9,93,-1,,,,"Basic Rules v1: 20, Monster Manual: 169"
14d204ca-04d2-44d4-a644-2e1e9e2d9091,mm.flumph,Flumph,1/8,Small,Aberration,,,lawful good,"dungeon, underground",12,7,2,,,,Monster Manual: 135
6afa4798-b9c5-4139-adeb-55eaba3e9cdb,mm.flying-snake,Flying Snake,1/8,Tiny,Beast,,Misc Creatures,unaligned,"forest, swamp",14,5,4,,,,"Basic Rules v1: 20, Monster Manual: 322"
35c699fb-a8d2-491f-9a73-206a61937297,mm.flying-sword,Flying Sword,1/4,Small,Construct,,Animated Objects,unaligned,"dungeon, ruins, urban",17,17,2,,,,"Basic Rules v1: 20, Monster Manual: 20"
fdb52704-4bb5-4909-b55e-0f8ee199f877,mm.fomorian,Fomorian,8,Huge,Giant,,,chaotic evil,"cave, underground",14,149,0,,,,Monster Manual: 136
303172de-265f-4046-bf47-2aff0f444f6e,mm.frog,Frog,0,Tiny,Beast,,Misc Creatures,unaligned,"aquatic, coast, forest, swamp",11,1,1,,,,"Basic Rules v1: 21, Monster Manual: 322, Player's Handbook: 305"
8a2720eb-fb5c-4a79-8560-b3d1443d5e76,mm.frost-giant,Frost Giant,8,Huge,Giant,,Giants,neutral evil,"arctic, mountain, planar",15,138,-1,,,,"Basic Rules v1: 21, Monster Manual: 155"
1e738fdf-524b-4127-b5b9-916758a8b52a,mm.galeb-duhr,Galeb Duhr,6,Medium,Elemental,,,neutral,"cave, dungeon, mountain, planar, underground",16,85,2,,,,"Monster Manual: 139, Princes of the Apocalypse Online Supplement v1.0: 17"
625ff3cf-c836-498f-bb9b-de25adb1c26d,mm.gargoyle,Gargoyle,2,Medium,Elemental,,,chaotic evil,"dungeon, urban",15,52,0,,,,"Basic Rules v1: 21, HotDQ supplement: 9, Monster Manual: 140"
5ad9d340-d07d-48bf-8938-2d304730746d,mm.gas-spore,Gas Spore,1/2,Large,Plant,,Fungi,unaligned,"cave, dungeon, underground",5,1,-5,,,,Monster Manual: 138
2230d3a4-822b-48b2-99f5-373ffb6695a8,mm.gelatinous-cube,Gelatinous Cube,2,Large,Ooze,,Oozes,unaligned,dungeon,6,84,-4,,,,Monster Manual: 242
73113f3b-87d9-46a3-90a8-38ab64ba2dab,mm.ghast,Ghast,2,Medium,Undead,,Ghouls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",13,36,3,,,,"Monster Manual: 148, Princes of the Apocalypse Online Supplement v1.0: 18"
c15c8f1e-5e6c-4011-a994-683fbb0b18dd,mm.ghost,Ghost,4,Medium,Undead,,,any,"cave, dungeon, ruins, swamp, underground, urban",11,45,1,,,,"Basic Rules v1: 22, Monster Manual: 147"
